"","schoolname","schoolcode","sssdistrict","ssslong","ssslat"
"2781","",31003,"Upper Denkyira",NA,NA
"2782","NKORANZA TECH INST.",9060901,"Nkoranza",-1.51597356796265,7.66436910629272
"2783","",10117,"Accra Metro",NA,NA
"2784","",9090401,"Bolgatanga",NA,NA
"2785","",9030101,"Cape Coast",NA,NA
"2786","990401 - BOLGATANGA TECH. INST., BOLGATANGA        ",9090401,"Bolgatanga",-0.880232632160187,10.7424564361572
"2787","",80101,"Tamale Metro",NA,NA
"2788","",9010202,"TEMA",NA,NA
"2789","",50705,"Kwabre",NA,NA
"2790","",9030401,"Abura/Asebu/ Kwaman",NA,NA
"2791","",9070901,"South Tongu",NA,NA
"2792","ACCRA TECH. TRG. CENTRE, KOKOMLEMLE",9010101,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2793","",30105,"Cape Coast",NA,NA
"2794","",9021002,"Kwahu South",NA,NA
"2795","",70708,"Ketu North",NA,NA
"2796","DABOKPA TECH. INSTITUTE, TAMALE",9080103,"Tamale",-0.784348249435425,9.38335132598877
"2797","",100107,"Wa East",NA,NA
"2798","",71101,"Jasikan",NA,NA
"2799","",40306,"Ellembele",NA,NA
"2800","",9020101,"New Juaben",NA,NA
"2801","ARS TECH. INST. KOTOBABI",9010118,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2802","",10135,"Accra Metro",NA,NA
"2803","",9080103,"Tamale Metro",NA,NA
"2804","",30402,"Abura/Asebu/ Kwaman",NA,NA
"2805","",50104,"Kumasi Metro",NA,NA
"2806","",50606,"Afigya Sekyere",NA,NA
"2807","",9021601,"Akwapim North",NA,NA
"2808","",40305,"",NA,NA
"2809","",90502,"Kasena-Nankani",NA,NA
"2810","MARGARET BUECHNER VOC. CENTRE, DUNYAW NKWANTA",9060201,"Atebubu",-1.0652015209198,7.67559051513672
"2811","",21007,"Kwahu South",NA,NA
"2812","",40603,"Sefwi Wiawso",NA,NA
"2813","",61203,"Asutifi",NA,NA
"2814","",51003,"Asante Akim North",NA,NA
"2815","",51302,"Adansi North",NA,NA
"2816","ISLAMIC SENIOR HIGH SCHOOL, KUMASI",50116,"Kumasi Metro",-1.59718716144562,6.68205976486206
"2817","AFRICAN ADV COL OF COM/TECH SCH, TEMA",10212,"Tema",-0.0500882156193256,5.69031476974487
"2818","",90508,"Kassena Nanakana East",NA,NA
"2819","",40101,"Shama Ahanta East",NA,NA
"2820","",61101,"Sene",NA,NA
"2821","",60111,"",NA,NA
"2822","",51606,"Ejisu Juaben",NA,NA
"2823","ST. BASILDE VOC., KALEO",9100501,"Sisala/Tumu (Tumu)",-1.73106586933136,10.5741777420044
"2824","",9100101,"Wa Municipal",NA,NA
"2825","",60106,"Sunyani Municipal",NA,NA
"2826","",9021301,"East Akim",NA,NA
"2827","",70125,"Adaklu-Anyigbe",NA,NA
"2828","",50605,"Afigya Sekyere",NA,NA
"2829","",40503,"Amenfi West",NA,NA
"2830","",9021301,"East Akim",NA,NA
"2831","",20608,"Birim South",NA,NA
"2832","",61006,"Dormaa",NA,NA
"2833","",20408,"Akwapim North",NA,NA
"2834","",10401,"Dangme West",NA,NA
"2835","MANCELLS VOC. TRG. CENTRE, KUMASI",9050103,"Kumasi Metro",-1.59718716144562,6.68205976486206
"2836","SOS VOCATIONAL INST. TEMA",9010204,"Tema",-0.0500882156193256,5.69031476974487
"2837","",9080603,"West Mamprusi",NA,NA
"2838","",80501,"East Mamprusi",NA,NA
"2839","EXTRA MURAL ACADEMY           ",10129,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2840","",30304,"Mfantsiman",NA,NA
"2841","",9100101,"Wa Municipal",NA,NA
"2842","",9021101,"Kwaebibirem",NA,NA
"2843","",30203,"Edina/Komm/ Eguafo",NA,NA
"2844","",10111,"Ga East",NA,NA
"2845","",60904,"",NA,NA
"2846","",40202,"Ahanta West",NA,NA
"2847","",21101,"Kwaebibirem",NA,NA
"2848","",60611,"Wenchi Municipal",NA,NA
"2849","",50704,"Kwabre",NA,NA
"2850","",80901,"Cherponi Saboba",NA,NA
"2851","",40101,"Shama Ahanta East",NA,NA
"2852","970501 - ANLO TECH. INST., ANLOGA             ",9070501,"Keta",0.853055775165558,5.90746402740479
"2853","",50805,"Offinso",NA,NA
"2854","",70112,"Ho Municipal",NA,NA
"2855","BOLGA GIRLS SEC  SCH, ZAARE-BOLGATANGA      ",90401,"Bolgatanga",-0.880232632160187,10.7424564361572
"2856","SCH. OF DOMESTIC SCI./CATERING, ACCRA",9010108,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2857","",90404,"Talensi Nabdam",NA,NA
"2858","910301 - ADA TECH. INSTITUTE, ADA           ",9010301,"Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"2859","",50144,"Kumasi Metro",NA,NA
"2860","",70709,"Ketu North",NA,NA
"2861","",40703,"Bibiani/Anhwiaso/ Bekwai",NA,NA
"2862","SOS VOCATIONAL INST. TEMA     ",9010204,"Tema",-0.0500882156193256,5.69031476974487
"2863","",81101,"Zabzugu Tatale",NA,NA
"2864","CATHOLIC TECH. INSTITUTE, KUMASI",9050104,"Kumasi Metro",-1.59718716144562,6.68205976486206
"2865","",21601,"Atiwa",NA,NA
"2866","",9040101,"Shama Ahanta East",NA,NA
"2867","",70805,"North Tongu",NA,NA
"2868","",70204,"Krachi East",NA,NA
"2869","",20602,"Birim South",NA,NA
"2870","",10115,"Accra Metro",NA,NA
"2871","",20307,"Akwapim South",NA,NA
"2872","",10103,"Accra Metro",NA,NA
"2873","",20107,"New Juaben",NA,NA
"2874","",50607,"Sekyere Central",NA,NA
"2875","",20304,"Akwapim South",NA,NA
"2876","",9021001,"Kwahu South",NA,NA
"2877","",21010,"Kwahu South",NA,NA
"2878","",60304,"Berekum",NA,NA
"2879","",9100401,"SISALA EAST",NA,NA
"2880","",10220,"",NA,NA
"2881","",10101,"Accra Metro",NA,NA
"2882","ANLO TECH. INST., ANLOGA",9070501,"Keta",0.853055775165558,5.90746402740479
"2883","",40111,"Shama Ahanta East",NA,NA
"2884","",61304,"Asunafo South",NA,NA
"2885","PRINCE BOATENG MEMORIAL VOC.",9020301,"Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"2886","",50602,"Afigya Sekyere",NA,NA
"2887","",20601,"Birim South",NA,NA
"2888","",50148,"",NA,NA
"2889","ELIM SENIOR HIGH",10511,"Ga East (Abokobi)",-0.241145879030228,5.72114276885986
"2890","",30104,"Cape Coast",NA,NA
"2891","NEW JUABENG COLL. OF COMMERCE, KOFORIDUA",20107,"New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"2892","",40202,"Ahanta West",NA,NA
"2893","SALEM SENIOR HIGH SCHOOL, KUKU HILL",10123,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2894","",51005,"Asante Akim North",NA,NA
"2895","",51402,"Ahafo Ano North",NA,NA
"2896","",10145,"",NA,NA
"2897","",40114,"",NA,NA
"2898","ST. CLARES VOC. TUMU",9100401,"Jirapa/Lambusie (Jirapa)",-2.58332252502441,10.6920347213745
"2899","",20407,"Akwapim North",NA,NA
"2900","",61202,"Asutifi",NA,NA
"2901","",70510,"South Tongu",NA,NA
"2902","",20104,"New Juaben",NA,NA
"2903","TAKORADI TECH. INST., TAKORADI",9040101,"Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"2904","",10164,"Amasaman",NA,NA
"2905","",70703,"Ketu",NA,NA
"2906","",20305,"Akwapim South",NA,NA
"2907","",30405,"",NA,NA
"2908","",9071001,"Hohoe",NA,NA
"2909","",51704,"Asante Akim North",NA,NA
"2910","",51803,"Sekyere East",NA,NA
"2911","960103 - ST. VITUS TECH. INSTITUTE, SUNYANI     ",9060103,"Sunyani",-2.3274233341217,7.34467792510986
"2912","",31101,"Twifo Heman",NA,NA
"2913","",51802,"Sekyere East",NA,NA
"2914","",21005,"Kwahu South",NA,NA
"2915","",100504,"Nadowli",NA,NA
"2916","",70902,"South Tongu",NA,NA
"2917","",40307,"Nzema East",NA,NA
"2918","",21301,"East Akim",NA,NA
"2919","",9040301,"Nzema East",NA,NA
"2920","ELIM SENIOR HIGH",10511,"Ga East (Abokobi)",-0.241145879030228,5.72114276885986
"2921","",20409,"Akwapim North",NA,NA
"2922","",9000201,"Nadowli",NA,NA
"2923","",20301,"Akwapim South",NA,NA
"2924","",20701,"Birim North",NA,NA
"2925","",10106,"Accra Metro",NA,NA
"2926","910301 - ADA TECH. INSTITUTE, ADA           ",9010301,"Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"2927","",40801,"Juaboso",NA,NA
"2928","",9010115,"ACCRA METRO",NA,NA
"2929","KUMASI TECH. INST., KUMASI",9050101,"Kumasi Metro",-1.59718716144562,6.68205976486206
"2930","",9090401,"Bolgatanga",NA,NA
"2931","",20204,"Suhum/Kraboa Coaltar",NA,NA
"2932","",9021002,"Kwahu South",NA,NA
"2933","670706 - WOVENU SNR SEC./TECH SCHOOL   ",70706,"Keta",0.853055775165558,5.90746402740479
"2934","",51102,"Asante Akim South",NA,NA
"2935","",20302,"Akwapim South",NA,NA
"2936","ST JOSEPH'S TECH. COMM. COLL., KUMASI",50128,"Kumasi Metro",-1.59718716144562,6.68205976486206
"2937","",40704,"Bibiani/Anhwiaso/ Bekwai",NA,NA
"2938","",70510,"South Tongu",NA,NA
"2939","",21307,"Atiwa",NA,NA
"2940","ANGLICAN VOC. TECH. SCHOOL, TESHIE",9010117,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2941","",30504,"Gomoa",NA,NA
"2942","",51604,"Ejisu Juaben",NA,NA
"2943","",81301,"Savelugu-Nanton",NA,NA
"2944","",51208,"Obuasi Municipal",NA,NA
"2945","",80702,"Sawla/Tuna/ Kariba",NA,NA
"2946","",61302,"Asunafo North",NA,NA
"2947","",10142,"Accra Metro",NA,NA
"2948","KOTOBABI TECH. INSTITUTE, KOTOBABI      ",9010112,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2949","DABOKPA TECH. INSTITUTE, TAMALE     ",9080103,"Tamale",-0.784348249435425,9.38335132598877
"2950","",10128,"Accra Metro",NA,NA
"2951","",9050103,"KUMASI METRO",NA,NA
"2952","930501 - ST. MONICA'S VOC. INST., APAM       ",9030501,"Twifo Hemang (Twifo Praso)",-1.55970335006714,5.57299947738647
"2953","VOC. TRG. CENTRE, BIRIWA",9030301,"Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"2954","",30306,"Mfantsiman",NA,NA
"2955","",80601,"West Mamprusi",NA,NA
"2956","",81302,"Savelugu-Nanton",NA,NA
"2957","",21301,"East Akim",NA,NA
"2958","",30907,"Agona Swedru",NA,NA
"2959","ST JOSEPH'S TECH. COMM. COLL., KUMASI",50128,"Kumasi Metro",-1.59718716144562,6.68205976486206
"2960","BATTOR SENIOR HIGH/COMM. SCHOOL       ",70907,"North Tongu (Adidome)",0.407175898551941,6.13318634033203
"2961","",51301,"Adansi South",NA,NA
"2962","",80201,"West Gonja",NA,NA
"2963","",40901,"Wassa West",NA,NA
"2964","",10108,"Accra Metro",NA,NA
"2965","",30604,"Awutu/Efutu/ Senya",NA,NA
"2966","",90102,"Bawku East",NA,NA
"2967","TAKORADI TECH. INST., TAKORADI",9040101,"Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"2968","",60504,"Jaman North",NA,NA
"2969","",50903,"Sekyere Afram Plains",NA,NA
"2970","",40704,"Bibiani/Anhwiaso/ Bekwai",NA,NA
"2971","",40302,"Nzema East",NA,NA
"2972","",20409,"Akwapim North",NA,NA
"2973","",9010301,"Dangme East",NA,NA
"2974","",41102,"Mophor Wassa East",NA,NA
"2975","",80104,"Tamale Metro",NA,NA
"2976","",70109,"Ho Municipal",NA,NA
"2977","",10501,"Ga West",NA,NA
"2978","",9010201,"Tema",NA,NA
"2979","",80201,"West Gonja",NA,NA
"2980","",40803,"Juaboso",NA,NA
"2981","",50120,"Kumasi Metro",NA,NA
"2982","",61001,"Dormaa",NA,NA
"2983","960202 - BECHEM BUSINESS COLLEGE, BECHEM       ",9060202,"Atebubu",-1.0652015209198,7.67559051513672
"2984","",90501,"Kasena-Nankani",NA,NA
"2985","",60702,"Techiman Municipal",NA,NA
"2986","",50706,"Kwabre",NA,NA
"2987","",21402,"Yilo Krobo",NA,NA
"2988","",70704,"Ketu",NA,NA
"2989","AKIM STATE COLLEGE, AKIM ODA",20609,"Birim South (Akim Oda)",-0.969164490699768,5.86416721343994
"2990","",40304,"Nzema East",NA,NA
"2991","TEMA INDUSTRIAL MISSON VTC, TEMA",9010202,"Tema",-0.0500882156193256,5.69031476974487
"2992","",9000301,"Lawra",NA,NA
"2993","",21601,"Atiwa",NA,NA
"2994","",31202,"Assin North",NA,NA
"2995","",80301,"East Gonja",NA,NA
"2996","",9030401,"Abura/Asebu/ Kwaman",NA,NA
"2997","",10105,"Accra Metro",NA,NA
"2998","",9090101,"Bawku East",NA,NA
"2999","",60701,"Techiman Municipal",NA,NA
"3000","",40302,"Nzema East",NA,NA
"3001","",60601,"Wenchi Municipal",NA,NA
"3002","ST ANNES VOC. INST., NUASE ODUMASE-KROBE",9021501,"Kwahu North (Donkorkrom)",-0.264697343111038,6.91197347640991
"3003","",70704,"Ketu",NA,NA
"3004","980901 - ST. JOSEPH'S TECH. INST., SABOBA      ",9080901,"Saboba/Chereponi (Saboba)",0.166294068098068,9.91628551483154
"3005","",10142,"Accra Metro",NA,NA
"3006","",50705,"Kwabre",NA,NA
"3007","",20301,"Akwapim South",NA,NA
"3008","",80117,"Tamale Metro",NA,NA
"3009","TEMA HIGH SCHOOL, TEMA",10214,"Tema",-0.0500882156193256,5.69031476974487
"3010","",40702,"Bibiani/Anhwiaso/ Bekwai",NA,NA
"3011","",31205,"Assin South",NA,NA
"3012","",50501,"Sekyere West",NA,NA
"3013","",10501,"Ga West",NA,NA
"3014","ACCRA TECH. TRG. CENTRE, KOKOMLEMLE",9010101,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"3015","",30110,"Cape Coast",NA,NA
"3016","",30103,"Cape Coast",NA,NA
"3017","",10154,"",NA,NA
"3018","SALEM SENIOR HIGH SCHOOL, KUKU HILL",10123,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"3019","",90501,"Kasena-Nankani",NA,NA
"3020","ASANKRAGWA SENIOR HIGH./TECH SCHOOL, ASANKRAGWA",40503,"Wassa Amenfi (Asankragwa)",-2.3020179271698,5.72551774978638
"3021","",60101,"Sunyani Municipal",NA,NA
"3022","",21504,"Manya Krobo",NA,NA
"3023","",9071001,"Hohoe",NA,NA
"3024","ACHIMOTA BUSINESS COLLEGE",10140,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"3025","",70204,"Krachi East",NA,NA
"3026","ST. PETER'S GIRLS VOC. INST., KUMASI",9050105,"Kumasi Metro",-1.59718716144562,6.68205976486206
"3027","",51608,"Bosomtwe",NA,NA
"3028","",30604,"Awutu/Efutu/ Senya",NA,NA
"3029","",9021001,"Kwahu South",NA,NA
"3030","",30203,"Edina/Komm/ Eguafo",NA,NA
"3031","",9021502,"Kwahu North",NA,NA
"3032","",40108,"Shama Ahanta East",NA,NA
"3033","",70204,"Krachi East",NA,NA
"3034","",9050101,"Kumasi Metro",NA,NA
"3035","",50205,"Atwima Mponua",NA,NA
"3036","",30601,"Awutu/Efutu/ Senya",NA,NA
"3037","",10124,"Accra Metro",NA,NA
"3038","",9030401,"Abura/Asebu/ Kwaman",NA,NA
"3039","",80109,"Tamale Metro",NA,NA
"3040","",20603,"Birim South",NA,NA
"3041","",31204,"Assin North",NA,NA
"3042","",81102,"Zabzugu Tatale",NA,NA
"3043","BECHEM BUSINESS COLLEGE, BECHEM",9060202,"Atebubu",-1.0652015209198,7.67559051513672
"3044","",31001,"Upper Denkyira",NA,NA
"3045","",9060901,"Nkoranza",NA,NA
"3046","",71104,"Jasikan",NA,NA
"3047","ACTION SEC/TECH SCHOOL",10509,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"3048","BOLGATANGA TECH. INST., BOLGATANGA        ",9090401,"Bolgatanga",-0.880232632160187,10.7424564361572
"3049","",51607,"Ejisu Juaben",NA,NA
"3050","",10301,"Dangme East",NA,NA
"3051","",10503,"Ga South",NA,NA
"3052","",90102,"Bawku East",NA,NA
"3053","",51803,"Sekyere East",NA,NA
"3054","",10302,"Dangme East",NA,NA
"3055","",80203,"",NA,NA
"3056","ST. JOSEPH'S TECH. INST., SABOBA",9080901,"Saboba/Chereponi (Saboba)",0.166294068098068,9.91628551483154
"3057","",60609,"",NA,NA
"3058","",10401,"Dangme West",NA,NA
"3059","AKWATIA TECH. INST., AKWATIA",9021101,"Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201
"3060","",41001,"Aowin Suaman",NA,NA
"3061","",9010101,"Accra Metro",NA,NA
"3062","MADINA SNR. HIGH",10506,"Ga East (Abokobi)",-0.241145879030228,5.72114276885986
"3063","",30908,"",NA,NA
"3064","",30107,"Cape Coast",NA,NA
"3065","WITSAND SENIOR HIGH. SCHOOL, TEMA",10215,"Tema",-0.0500882156193256,5.69031476974487
"3066","",21505,"Manya Krobo",NA,NA
"3067","",20406,"Akwapim North",NA,NA
"3068","",9070602,"Kpando",NA,NA
"3069","910106 - YOUNG MEN CHRISTIAN ASSOC., ACCRA     ",9010106,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"3070","",21008,"Kwahu South",NA,NA
"3071","",80102,"Tamale Metro",NA,NA
"3072","",20304,"Akwapim South",NA,NA
"3073","BUOYEM SENIOR HIGH SCHOOL, BUOYEM",60704,"Techiman",-1.94484198093414,7.67761468887329
"3074","",9080703,"Bole",NA,NA
"3075","",70803,"North Tongu",NA,NA
"3076","",80204,"",NA,NA
"3077","WA WOMEN'S TRG. CENTRE, WA",9100102,"Wa Municipal",-2.28503036499023,10.0306215286255
"3078","",70403,"Ketu",NA,NA
"3079","900101 - WA TECH. INST., WA               ",9100101,"Wa Municipal",-2.28503036499023,10.0306215286255
"3080","",21302,"East Akim",NA,NA
"3081","",20410,"Akwapim North",NA,NA
"3082","970501 - ANLO TECH. INST., ANLOGA             ",9070501,"Keta",0.853055775165558,5.90746402740479
"3083","",9071001,"Hohoe",NA,NA
"3084","BOYS VOC. TRG. CENTRE, TAMALE",9080102,"Tamale",-0.784348249435425,9.38335132598877
"3085","",90509,"Kasena-Nankani",NA,NA
"3086","",40701,"Bibiani/Anhwiaso/ Bekwai",NA,NA
"3087","",40803,"Juaboso",NA,NA
"3088","",9010102,"Accra Metro",NA,NA
"3089","CITY EDUCATION COMPLEX, KSI",9050102,"Kumasi Metro",-1.59718716144562,6.68205976486206
"3090","",51803,"Sekyere East",NA,NA
"3091","",31002,"Upper Denkyira",NA,NA
"3092","",100304,"Jirapa/ Lambussie",NA,NA
"3093","",20402,"Akwapim North",NA,NA
"3094","",71004,"Hohoe",NA,NA
"3095","",9010101,"Accra Metro",NA,NA
"3096","",90501,"Kasena-Nankani",NA,NA
"3097","",90202,"Bawku West",NA,NA
"3098","",10126,"Accra Metro",NA,NA
"3099","ABIBIMAN SENIOR HIGH COMMERCIAL ",50123,"Kumasi Metro",-1.59718716144562,6.68205976486206
"3100","",50303,"Amansie Central",NA,NA
"3101","NAMONG SENIOR HIGH SCHOOL, NAMONG",50803,"Offinso",-1.89086854457855,7.34876441955566
"3102","",90505,"Kasena-Nankani",NA,NA
"3103","",50705,"Kwabre",NA,NA
"3104","",70202,"Krachi West",NA,NA
"3105","",80802,"East Dagomba",NA,NA
"3106","950101 - KUMASI TECH. INST., KUMASI             ",9050101,"Kumasi Metro",-1.59718716144562,6.68205976486206
"3107","",70902,"South Tongu",NA,NA
"3108","",21103,"Kwaebibirem",NA,NA
"3109","",60608,"Tain",NA,NA
"3110","",9071002,"Hohoe",NA,NA
"3111","",50503,"Sekyere West",NA,NA
"3112","",31202,"Assin North",NA,NA
"3113","",9010109,"ACCRA METRO",NA,NA
"3114","",40401,"Jomoro",NA,NA
"3115","",30301,"Mfantsiman",NA,NA
"3116","",10104,"Accra Metro",NA,NA
"3117","",30702,"Ajumako/ Enyan/Esiam",NA,NA
"3118","",90603,"Bongo",NA,NA
"3119","",21201,"Fanteakwa",NA,NA
"3120","",9020901,"Kwahu North",NA,NA
"3121","",30701,"Ajumako/ Enyan/Esiam",NA,NA
"3122","",30505,"Gomoa",NA,NA
"3123","ASAMANKESE WOMEN'S VOC. TRG SCHOOL, ASAMANKESE",9020501,"East Akim (Kibi)",-0.454344213008881,6.17855787277222
"3124","",61004,"Dormaa",NA,NA
"3125","GARDEN CITY SENIOR HIGH./COMM. COLLEGE, KUMASI",50126,"Kumasi Metro",-1.59718716144562,6.68205976486206
"3126","",61203,"Asutifi",NA,NA
"3127","SOMANYA SENIOR HIGH/TECHNICAL. SCH, SOMANYA",21403,"Yilo Krobo (Somanya)",-0.181593209505081,6.18635511398315
"3128","",50154,"",NA,NA
"3129","ST. FRANCIS XAVIER VOC. INST., KOTOBABI ",9010119,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"3130","",70509,"Keta",NA,NA
"3131","",9010101,"Accra Metro",NA,NA
"3132","",20110,"New Juaben",NA,NA
"3133","",51003,"Asante Akim North",NA,NA
"3134","",71001,"Hohoe",NA,NA
"3135","",9051801,"Sekyere East",NA,NA
"3136","",10107,"Accra Metro",NA,NA
"3137","",30603,"Awutu/Efutu/ Senya",NA,NA
"3138","GHANA LEBANON ISLAMIC SENIOR HIGH SCH., K. NKRUMAH CIRCLE",10141,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"3139","",30303,"Mfantsiman",NA,NA
"3140","",60903,"Nkoranza North",NA,NA
"3141","",30107,"Cape Coast",NA,NA
"3142","",9030101,"Cape Coast",NA,NA
"3143","KING DAVID COMMERCIAL COLLEGE, ODUMASE",21406,"Yilo Krobo (Somanya)",-0.181593209505081,6.18635511398315
"3144","",30605,"Awutu/Efutu/ Senya",NA,NA
"3145","",51205,"Adansi South",NA,NA
"3146","AFRICAN ADV COL OF COM/TECH SCH, TEMA",10212,"Tema",-0.0500882156193256,5.69031476974487
"3147","",51102,"Sekyere Central",NA,NA
"3148","",9000201,"Nadowli",NA,NA
"3149","",21010,"Kwahu South",NA,NA
"3150","",21001,"Kwahu South",NA,NA
"3151","AKIM STATE COLLEGE, AKIM ODA",20609,"Birim South (Akim Oda)",-0.969164490699768,5.86416721343994
"3152","",71102,"Jasikan",NA,NA
"3153","",70108,"Adaklu-Anyigbe",NA,NA
"3154","",70806,"North Tongu",NA,NA
"3155","",51501,"Ahafo Ano South",NA,NA
"3156","",9021502,"Kwahu North",NA,NA
"3157","",80106,"Tamale Metro",NA,NA
"3158","",51002,"Asante Akim North",NA,NA
"3159","",60104,"Sunyani Municipal",NA,NA
"3160","",70203,"Krachi East",NA,NA
"3161","",40104,"Shama Ahanta East",NA,NA
"3162","",70606,"Kpando",NA,NA
"3163","",50504,"Sekyere West",NA,NA
"3164","",51605,"Ejisu Juaben",NA,NA
"3165","",10138,"Accra Metro",NA,NA
"3166","",71106,"Biakoye",NA,NA
"3167","",10401,"Dangme West",NA,NA
"3168","",40103,"Shama Ahanta East",NA,NA
"3169","",50801,"Offinso",NA,NA
"3170","",70113,"Adaklu-Anyigbe",NA,NA
"3171","",40503,"Amenfi West",NA,NA
"3172","",51804,"Sekyere East",NA,NA
"3173","ELOHIM INDUSTRIAL SKILLS TRAINING CENTRE",9010501,"Ga East (Abokobi)",-0.241145879030228,5.72114276885986
"3174","",51701,"Bosomtwe/Atwima/ Kwanwoma",NA,NA
"3175","",20603,"Birim South",NA,NA
"3176","",20305,"Akwapim South",NA,NA
"3177","",51101,"Asante Akim South",NA,NA
"3178","",51205,"Adansi South",NA,NA
"3179","AMENFIMAN SENIOR HIGH. SCHOOL, WASSA AKROPONG",40502,"Wassa Amenfi (Asankragwa)",-2.3020179271698,5.72551774978638
"3180","",10123,"Accra Metro",NA,NA
"3181","",50161,"Kumasi Metro",NA,NA
"3182","ALBERT ACADEMY SCHOOL         ",10505,"Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"3183","",60505,"Jaman South",NA,NA
"3184","",50140,"Kumasi Metro",NA,NA
"3185","SOCIAL ADVANCE INSTITUTE, ACCRA",9010111,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"3186","",80104,"Tamale Metro",NA,NA
"3187","",9011001,"Ashaiman Municipal",NA,NA
"3188","OPOKU WARE GIRLS, KUMASI",9050106,"Kumasi Metro",-1.59718716144562,6.68205976486206
"3189","",51103,"Asante Akim South",NA,NA
"3190","SOME TECH/VOC. INSTITUTE, AGBOZUME",9070701,"Keta",0.853055775165558,5.90746402740479
"3191","",20704,"Birim North",NA,NA
"3192","",9030401,"Abura/Asebu/ Kwaman",NA,NA
"3193","",31408,"Assin North Municipal",NA,NA
"3194","",20407,"Akwapim North",NA,NA
"3195","",40109,"Shama Ahanta East",NA,NA
"3196","",80105,"Tamale Metro",NA,NA
"3197","",40112,"Shama Ahanta East",NA,NA
"3198","",71202,"Kadjebi",NA,NA
"3199","",51702,"Asante Akim North",NA,NA
"3200","",20701,"Birim North",NA,NA
"3201","",10145,"Accra Metro",NA,NA
"3202","",50604,"Afigya Sekyere",NA,NA
"3203","",50302,"Amansie East",NA,NA
"3204","",50602,"Afigya Sekyere",NA,NA
"3205","",70709,"Ketu North",NA,NA
"3206","",10114,"Accra Metro",NA,NA
"3207","",10112,"Accra Metro",NA,NA
"3208","",100205,"",NA,NA
"3209","",80504,"East Mamprusi",NA,NA
"3210","630906 - SIDDIQ SENIOR SEC. SCHOOL, AGONA NYAKROM     ",30906,"Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"3211","",30503,"Gomoa",NA,NA
"3212","",40301,"Nzema East",NA,NA
"3213","",10153,"",NA,NA
"3214","",9020301,"AKWAPIM SOUTH",NA,NA
"3215","SOS VOCATIONAL INST. TEMA",9010204,"Tema",-0.0500882156193256,5.69031476974487
"3216","",9080103,"Tamale Metro",NA,NA
"3217","",50605,"Afigya Sekyere",NA,NA
"3218","ST FRANCIS XAVIER JNR SEMINARY, WA",100103,"Wa Municipal",-2.28503036499023,10.0306215286255
"3219","",50154,"Kumasi Metro",NA,NA
"3220","",10110,"Accra Metro",NA,NA
"3221","",51206,"Adansi North",NA,NA
"3222","",20102,"New Juaben",NA,NA
"3223","AMANKWAKROM FISHERIES & AGRIC., AMANKWAKROM",9020901,"Kwahu North (Donkorkrom)",-0.264697343111038,6.91197347640991
